ui,uj,distance
BDSU010,BDSU074,395.2184677
BDSU010,BDSU075,395.239104
BDSU010,BDSU076,244.787047
BDSU010,BDSU077,289.423241
BDSU010,BDSU078,253.7172057
BDSU010,BDSU079,256.540251
BDSU011,BDSU001,137.6060557
BDSU011,BDSU002,141.59873
BDSU011,BDSU003,45.59086
BDSU011,BDSU004,54.13417914
BDSU011,BDSU005,8.384668321
BDSU011,BDSU006,128.4846018
BDSU011,BDSU007,6.723160168
BDSU011,BDSU008,15.27844161
BDSU011,BDSU009,14.63805271
BDSU011,BDSU010,140.5018142
BDSU011,BDSU011,0
BDSU011,BDSU012,126.2906379
BDSU011,BDSU013,123.2120972
BDSU011,BDSU014,49.25247152
BDSU011,BDSU015,49.17783633
BDSU011,BDSU016,48.01563561
BDSU011,BDSU017,60.32043451
BDSU011,BDSU018,56.71797544
BDSU011,BDSU019,
BDSU011,BDSU020,150.4251369
BDSU011,BDSU021,127.3614682
BDSU011,BDSU022,122.3780787
BDSU011,BDSU023,118.6651912
BDSU011,BDSU024,144.6858123
BDSU011,BDSU025,118.2792639
BDSU011,BDSU026,143.1617126
BDSU011,BDSU027,142.135578
BDSU011,BDSU028,143.7434554
BDSU011,BDSU029,144.0759106
BDSU011,BDSU030,163.1249365
BDSU011,BDSU031,130.5640679
BDSU011,BDSU032,218.0555388
BDSU011,BDSU033,185.6706081
BDSU011,BDSU034,123.8132564
BDSU011,BDSU035,236.1595584
BDSU011,BDSU036,55.32854778
BDSU011,BDSU037,65.93397085
BDSU011,BDSU038,146.9159033
BDSU011,BDSU039,61.11377511
BDSU011,BDSU040,149.6351586
BDSU011,BDSU041,150.5964983
BDSU011,BDSU042,149.6731034
BDSU011,BDSU043,132.8386668
BDSU011,BDSU044,143.5217771
BDSU011,BDSU045,158.5937782
BDSU011,BDSU046,57.60849969
BDSU011,BDSU047,62.23823735
BDSU011,BDSU048,141.8184075
BDSU011,BDSU049,157.4716806
BDSU011,BDSU050,77.81486004
BDSU011,BDSU051,46.87517773
BDSU011,BDSU052,115.4431814
BDSU011,BDSU053,115.7067186
BDSU011,BDSU054,189.0254185
BDSU011,BDSU055,156.8106026
BDSU011,BDSU056,162.100823
BDSU011,BDSU057,167.8488253
BDSU011,BDSU058,156.491079
BDSU011,BDSU059,104.3208631
BDSU011,BDSU060,182.3413971
BDSU011,BDSU061,190.4218256
BDSU011,BDSU062,190.0225825
BDSU011,BDSU063,208.5499076
BDSU011,BDSU064,186.7220676
BDSU011,BDSU065,216.7271259
BDSU011,BDSU066,203.2149944
BDSU011,BDSU067,198.0773894
BDSU011,BDSU068,208.5499076
BDSU011,BDSU069,203.4242178
BDSU011,BDSU070,210.238102
BDSU011,BDSU071,185.0113907
BDSU011,BDSU072,214.5210179
BDSU011,BDSU073,168.5539644
BDSU011,BDSU074,275.7485246
BDSU011,BDSU075,274.2450928
BDSU011,BDSU076,178.0392217
BDSU011,BDSU077,225.1168845
BDSU011,BDSU078,174.5018999
BDSU011,BDSU079,191.6841779
BDSU012,BDSU001,30.78051573
BDSU012,BDSU002,49.03511903
BDSU012,BDSU003,103.5286663
BDSU012,BDSU004,106.3059309
BDSU012,BDSU005,117.9905149
BDSU012,BDSU006,5.572619896
BDSU012,BDSU007,131.7424347
BDSU012,BDSU008,120.6316394
BDSU012,BDSU009,122.119445
BDSU012,BDSU010,14.86322479
BDSU012,BDSU011,126.2906379
BDSU012,BDSU012,0
BDSU012,BDSU013,35.12955625
BDSU012,BDSU014,105.0189386
BDSU012,BDSU015,110.1738715
BDSU012,BDSU016,104.5027989
BDSU012,BDSU017,165.3272558
BDSU012,BDSU018,107.5316061
BDSU012,BDSU019,
BDSU012,BDSU020,234.0020155
BDSU012,BDSU021,226.4507412
BDSU012,BDSU022,246.2825755
BDSU012,BDSU023,236.944414
BDSU012,BDSU024,40.47170846
BDSU012,BDSU025,233.360138
BDSU012,BDSU026,214.3892011
BDSU012,BDSU027,223.3879755
BDSU012,BDSU028,236.9381188
BDSU012,BDSU029,218.9585902
BDSU012,BDSU030,257.5997289
BDSU012,BDSU031,214.2125618
BDSU012,BDSU032,313.6907473
BDSU012,BDSU033,279.0677303
BDSU012,BDSU034,215.2968882
BDSU012,BDSU035,332.1610955
BDSU012,BDSU036,111.1399909
BDSU012,BDSU037,162.6270873
BDSU012,BDSU038,44.58964248
BDSU012,BDSU039,76.14406737
BDSU012,BDSU040,47.3539262
BDSU012,BDSU041,73.65084868
BDSU012,BDSU042,64.16609315
BDSU012,BDSU043,23.54137828
BDSU012,BDSU044,60.12049305
BDSU012,BDSU045,32.30948783
BDSU012,BDSU046,181.0114361
BDSU012,BDSU047,185.6039047
BDSU012,BDSU048,60.86874917
BDSU012,BDSU049,31.7608366
BDSU012,BDSU050,162.2604173
BDSU012,BDSU051,131.8683043
BDSU012,BDSU052,229.008129
BDSU012,BDSU053,209.5410772
BDSU012,BDSU054,239.1439445
BDSU012,BDSU055,217.8468217
BDSU012,BDSU056,231.3003527
BDSU012,BDSU057,220.5939265
BDSU012,BDSU058,221.9705292
BDSU012,BDSU059,214.0203511
BDSU012,BDSU060,243.6071759
BDSU012,BDSU061,239.4310039
BDSU012,BDSU062,248.1275828
BDSU012,BDSU063,265.192749
BDSU012,BDSU064,246.8293507
BDSU012,BDSU065,271.8971808
BDSU012,BDSU066,264.3797199
BDSU012,BDSU067,251.1953826
BDSU012,BDSU068,265.192749
BDSU012,BDSU069,268.1333611
BDSU012,BDSU070,275.3297924
BDSU012,BDSU071,244.7869374
BDSU012,BDSU072,290.7026459
BDSU012,BDSU073,262.0806114
BDSU012,BDSU074,380.5795931
BDSU012,BDSU075,380.5564627
BDSU012,BDSU076,231.9889095
BDSU012,BDSU077,277.1307448
BDSU012,BDSU078,240.3349906
BDSU012,BDSU079,243.9568506
BDSU013,BDSU001,65.89840423
BDSU013,BDSU002,84.08142129
BDSU013,BDSU003,89.42950416
BDSU013,BDSU004,89.01970828
BDSU013,BDSU005,114.9206597
BDSU013,BDSU006,40.64308741
BDSU013,BDSU007,129.5280491
BDSU013,BDSU008,113.7472835
BDSU013,BDSU009,115.2417041
BDSU013,BDSU010,44.64767659
BDSU013,BDSU011,123.2120972
BDSU013,BDSU012,35.12955625
BDSU013,BDSU013,0
BDSU013,BDSU014,89.45017125
BDSU013,BDSU015,94.06925641
BDSU013,BDSU016,89.41787248
BDSU013,BDSU017,150.0779331
BDSU013,BDSU018,89.34132993
BDSU013,BDSU019,
BDSU013,BDSU020,208.9434392
BDSU013,BDSU021,205.6688536
BDSU013,BDSU022,236.0670805
BDSU013,BDSU023,223.0426188
BDSU013,BDSU024,21.55467083
BDSU013,BDSU025,217.9998991
BDSU013,BDSU026,187.4666965
BDSU013,BDSU027,198.2022284
BDSU013,BDSU028,214.1294094
BDSU013,BDSU029,192.5870191
BDSU013,BDSU030,234.4807241
BDSU013,BDSU031,189.9581491
BDSU013,BDSU032,289.650749
BDSU013,BDSU033,255.1164576
BDSU013,BDSU034,192.9074606
BDSU013,BDSU035,307.9255586
BDSU013,BDSU036,93.12539991
BDSU013,BDSU037,145.2566809
BDSU013,BDSU038,79.61675125
BDSU013,BDSU039,63.83227438
BDSU013,BDSU040,82.31023935
BDSU013,BDSU041,108.4860906
BDSU013,BDSU042,99.21745745
BDSU013,BDSU043,58.66266823
BDSU013,BDSU044,94.96847592
BDSU013,BDSU045,53.28426657
BDSU013,BDSU046,172.2690416
BDSU013,BDSU047,176.6381805
BDSU013,BDSU048,95.56297559
BDSU013,BDSU049,47.67884639
BDSU013,BDSU050,141.7505821
BDSU013,BDSU051,116.0464811
BDSU013,BDSU052,213.1303268
BDSU013,BDSU053,188.0410884
BDSU013,BDSU054,207.9040495
BDSU013,BDSU055,188.9091621
BDSU013,BDSU056,203.3659234
BDSU013,BDSU057,190.2260471
BDSU013,BDSU058,193.6696033
BDSU013,BDSU059,197.2072917
BDSU013,BDSU060,213.9284902
BDSU013,BDSU061,208.0338131
BDSU013,BDSU062,217.8386289
BDSU013,BDSU063,234.3274115
BDSU013,BDSU064,216.8837797
BDSU013,BDSU065,240.7025684
BDSU013,BDSU066,234.2095325
BDSU013,BDSU067,220.1071011
BDSU013,BDSU068,234.3274115
BDSU013,BDSU069,238.454472
BDSU013,BDSU070,245.571147
BDSU013,BDSU071,214.8390465
BDSU013,BDSU072,262.6262496
BDSU013,BDSU073,238.5856617
BDSU013,BDSU074,358.418025
BDSU013,BDSU075,358.9114378
BDSU013,BDSU076,201.4756191
BDSU013,BDSU077,245.4278374
BDSU013,BDSU078,211.5163473
BDSU013,BDSU079,212.9067961
BDSU014,BDSU001,126.1225198
BDSU014,BDSU002,136.3837693
BDSU014,BDSU003,4.522384982
BDSU014,BDSU004,5.388660267
BDSU014,BDSU005,43.83738359
BDSU014,BDSU006,108.9817919
BDSU014,BDSU007,55.71328718
BDSU014,BDSU008,34.39296594
BDSU014,BDSU009,35.45433083
BDSU014,BDSU010,119.8464509
BDSU014,BDSU011,49.25247152
BDSU014,BDSU012,105.0189386
BDSU014,BDSU013,89.45017125
BDSU014,BDSU014,0
BDSU014,BDSU015,5.232052472
BDSU014,BDSU016,1.507461711
BDSU014,BDSU017,60.98076127
BDSU014,BDSU018,8.384678303
BDSU014,BDSU019,
BDSU014,BDSU020,134.0148186
BDSU014,BDSU021,122.077527
BDSU014,BDSU022,146.9192908
BDSU014,BDSU023,133.7514681
BDSU014,BDSU024,110.4665902
BDSU014,BDSU025,129.1873947
BDSU014,BDSU026,118.8848901
BDSU014,BDSU027,123.9249272
BDSU014,BDSU028,133.9846783
BDSU014,BDSU029,121.9725945
BDSU014,BDSU030,154.6946227
BDSU014,BDSU031,113.5250322
BDSU014,BDSU032,211.1949093
BDSU014,BDSU033,176.7944324
BDSU014,BDSU034,112.2635829
BDSU014,BDSU035,229.7362303
BDSU014,BDSU036,9.303920809
BDSU014,BDSU037,57.60866091
BDSU014,BDSU038,138.4841162
BDSU014,BDSU039,28.99947295
BDSU014,BDSU040,141.5209511
BDSU014,BDSU041,152.6395061
BDSU014,BDSU042,148.2955441
BDSU014,BDSU043,119.5792677
BDSU014,BDSU044,142.1552071
BDSU014,BDSU045,135.6825516
BDSU014,BDSU046,84.50929183
BDSU014,BDSU047,88.62267673
BDSU014,BDSU048,141.1498773
BDSU014,BDSU049,132.4216746
BDSU014,BDSU050,58.671354
BDSU014,BDSU051,27.01680688
BDSU014,BDSU052,124.5637917
BDSU014,BDSU053,105.8095758
BDSU014,BDSU054,156.52136
BDSU014,BDSU055,127.8063055
BDSU014,BDSU056,137.5156848
BDSU014,BDSU057,135.5645522
BDSU014,BDSU058,129.7049871
BDSU014,BDSU059,109.1927589
BDSU014,BDSU060,154.5046369
BDSU014,BDSU061,157.5212047
BDSU014,BDSU062,160.9899706
BDSU014,BDSU063,179.4561466
BDSU014,BDSU064,158.4951079
BDSU014,BDSU065,187.228654
BDSU014,BDSU066,176.0090609
BDSU014,BDSU067,167.1383022
BDSU014,BDSU068,179.4561466
BDSU014,BDSU069,177.9137673
BDSU014,BDSU070,185.098703
BDSU014,BDSU071,156.5696873
BDSU014,BDSU072,195.2632594
BDSU014,BDSU073,159.50562
BDSU014,BDSU074,276.331856
BDSU014,BDSU075,276.0603314
BDSU014,BDSU076,146.7158947
BDSU014,BDSU077,194.5237529
BDSU014,BDSU078,148.6255261
BDSU014,BDSU079,160.1680715
BDSU015,BDSU001,131.3536763
BDSU015,BDSU002,141.5664133
BDSU015,BDSU003,8.476118153
BDSU015,BDSU004,5.903120415
BDSU015,BDSU005,44.51273683
BDSU015,BDSU006,114.1653404
BDSU015,BDSU007,55.42063277
BDSU015,BDSU008,33.98711482
BDSU015,BDSU009,34.87614187
BDSU015,BDSU010,124.9926562
BDSU015,BDSU011,49.17783633
BDSU015,BDSU012,110.1738715
BDSU015,BDSU013,94.06925641
BDSU015,BDSU014,5.232052472
BDSU015,BDSU015,0
BDSU015,BDSU016,6.136195532
BDSU015,BDSU017,56.12022806
BDSU015,BDSU018,7.752407426
BDSU015,BDSU019,
BDSU015,BDSU020,128.9362492
BDSU015,BDSU021,116.8471599
BDSU015,BDSU022,142.6524345
BDSU015,BDSU023,129.0038956
BDSU015,BDSU024,114.9579023
BDSU015,BDSU025,124.2801044
BDSU015,BDSU026,114.1059199
BDSU015,BDSU027,118.886176
BDSU015,BDSU028,128.7741618
BDSU015,BDSU029,117.0886679
BDSU015,BDSU030,149.4816887
BDSU015,BDSU031,108.4287552
BDSU015,BDSU032,205.9857296
BDSU015,BDSU033,171.5966924
BDSU015,BDSU034,107.0560776
BDSU015,BDSU035,224.5270498
BDSU015,BDSU036,6.3305925
BDSU015,BDSU037,52.4709107
BDSU015,BDSU038,143.7042269
BDSU015,BDSU039,34.21059925
BDSU015,BDSU040,146.7399448
BDSU015,BDSU041,157.6863269
BDSU015,BDSU042,153.4208896
BDSU015,BDSU043,124.8110247
BDSU015,BDSU044,147.2728624
BDSU015,BDSU045,140.7433221
BDSU015,BDSU046,80.87978772
BDSU015,BDSU047,84.89379288
BDSU015,BDSU048,146.2501813
BDSU015,BDSU049,137.4099175
BDSU015,BDSU050,53.46786829
BDSU015,BDSU051,22.07454522
BDSU015,BDSU052,119.6055294
BDSU015,BDSU053,100.5831007
BDSU015,BDSU054,152.4727609
BDSU015,BDSU055,123.3728467
BDSU015,BDSU056,132.80238
BDSU015,BDSU057,131.4442028
BDSU015,BDSU058,125.1128959
BDSU015,BDSU059,104.1461951
BDSU015,BDSU060,150.0459305
BDSU015,BDSU061,153.5149586
BDSU015,BDSU062,156.6371695
BDSU015,BDSU063,175.1405635
BDSU015,BDSU064,154.0739398
BDSU015,BDSU065,182.9584288
BDSU015,BDSU066,171.5424775
BDSU015,BDSU067,162.9609011
BDSU015,BDSU068,175.1405635
BDSU015,BDSU069,173.3331656
BDSU015,BDSU070,180.5044212
BDSU015,BDSU071,152.1613126
BDSU015,BDSU072,190.3671652
BDSU015,BDSU073,154.3016587
BDSU015,BDSU074,271.1028319
BDSU015,BDSU075,270.8375132
BDSU015,BDSU076,142.5315373
BDSU015,BDSU077,190.3588577
BDSU015,BDSU078,144.0171744
BDSU015,BDSU079,156.0308171
BDSU016,BDSU001,125.3396063
BDSU016,BDSU002,135.4498719
BDSU016,BDSU003,3.014923271
BDSU016,BDSU004,6.884606054
BDSU016,BDSU005,42.49318433
BDSU016,BDSU006,108.4136668
BDSU016,BDSU007,54.50723973
BDSU016,BDSU008,33.24034033
BDSU016,BDSU009,34.33209087
BDSU016,BDSU010,119.3421698
BDSU016,BDSU011,48.01563561
BDSU016,BDSU012,104.5027989
BDSU016,BDSU013,89.41787247
BDSU016,BDSU014,1.507461711
BDSU016,BDSU015,6.136195532
BDSU016,BDSU016,0
BDSU016,BDSU017,61.25295927
BDSU016,BDSU018,9.886998343
BDSU016,BDSU019,
BDSU016,BDSU020,135.0689874
BDSU016,BDSU021,122.8172062
BDSU016,BDSU022,146.8148531
BDSU016,BDSU023,133.9206766
BDSU016,BDSU024,110.5044652
BDSU016,BDSU025,129.4735095
BDSU016,BDSU026,120.107749
BDSU016,BDSU027,125.0099535
BDSU016,BDSU028,134.8677375
BDSU016,BDSU029,123.1489747
BDSU016,BDSU030,155.5709347
BDSU016,BDSU031,114.5637393
BDSU016,BDSU032,212.0800852
BDSU016,BDSU033,177.7050549
BDSU016,BDSU034,113.1545665
BDSU016,BDSU035,230.6212358
BDSU016,BDSU036,10.74161165
BDSU016,BDSU037,58.14416426
BDSU016,BDSU038,137.6370995
BDSU016,BDSU039,28.39695169
BDSU016,BDSU040,140.6699142
BDSU016,BDSU041,151.5578535
BDSU016,BDSU042,147.2853598
BDSU016,BDSU043,118.8355048
BDSU016,BDSU044,141.1368477
BDSU016,BDSU045,135.286956
BDSU016,BDSU046,84.15003874
BDSU016,BDSU047,88.29976536
BDSU016,BDSU048,140.1141696
BDSU016,BDSU049,132.1009797
BDSU016,BDSU050,59.57445566
BDSU016,BDSU051,27.40174444
BDSU016,BDSU052,124.8928607
BDSU016,BDSU053,106.639839
BDSU016,BDSU054,157.9314131
BDSU016,BDSU055,129.1385903
BDSU016,BDSU056,138.7643692
BDSU016,BDSU057,136.9620321
BDSU016,BDSU058,130.9937261
BDSU016,BDSU059,109.6068696
BDSU016,BDSU060,155.8315547
BDSU016,BDSU061,158.9378218
BDSU016,BDSU062,162.3425392
BDSU016,BDSU063,180.8173985
BDSU016,BDSU064,159.8315505
BDSU016,BDSU065,188.5995976
BDSU016,BDSU066,177.3345281
BDSU016,BDSU067,168.5267215
BDSU016,BDSU068,180.8173985
BDSU016,BDSU069,179.2074292
BDSU016,BDSU070,186.3883572
BDSU016,BDSU071,157.9091785
BDSU016,BDSU072,196.4349578
BDSU016,BDSU073,160.4035455
BDSU016,BDSU074,277.0559182
BDSU016,BDSU075,276.7509559
BDSU016,BDSU076,148.1023981
BDSU016,BDSU077,195.9150878
BDSU016,BDSU078,149.9099213
BDSU016,BDSU079,161.5634834
BDSU017,BDSU001,184.1197427
BDSU017,BDSU002,192.0731732
BDSU017,BDSU003,61.90398329
BDSU017,BDSU004,61.05968046
BDSU017,BDSU005,64.02320194
BDSU017,BDSU006,168.9879426
BDSU017,BDSU007,61.40502631
BDSU017,BDSU008,53.19177436
BDSU017,BDSU009,52.20455532
BDSU017,BDSU010,180.1902725
BDSU017,BDSU011,60.32043451
BDSU017,BDSU012,165.3272558
BDSU017,BDSU013,150.0779331
BDSU017,BDSU014,60.98076127
BDSU017,BDSU015,56.12022806
BDSU017,BDSU016,61.25295927
BDSU017,BDSU017,0
BDSU017,BDSU018,60.88966155
BDSU017,BDSU019,
BDSU017,BDSU020,90.54233976
BDSU017,BDSU021,67.64322864
BDSU017,BDSU022,88.96990057
BDSU017,BDSU023,72.98944654
BDSU017,BDSU024,170.7556556
BDSU017,BDSU025,68.2210722
BDSU017,BDSU026,86.45378658
BDSU017,BDSU027,82.83732014
BDSU017,BDSU028,83.48529894
BDSU017,BDSU029,86.20691396
BDSU017,BDSU030,103.1296346
BDSU017,BDSU031,71.20765208
BDSU017,BDSU032,158.7075364
BDSU017,BDSU033,125.7287895
BDSU017,BDSU034,63.54690926
BDSU017,BDSU035,177.013254
BDSU017,BDSU036,57.12139518
BDSU017,BDSU037,11.26216428
BDSU017,BDSU038,195.5411674
BDSU017,BDSU039,89.28784029
BDSU017,BDSU040,198.4954641
BDSU017,BDSU041,204.9701405
BDSU017,BDSU042,202.3597861
BDSU017,BDSU043,178.065833
BDSU017,BDSU044,196.1246584
BDSU017,BDSU045,196.4467489
BDSU017,BDSU046,38.00017113
BDSU017,BDSU047,39.88264093
BDSU017,BDSU048,194.7518686
BDSU017,BDSU049,193.3491522
BDSU017,BDSU050,27.52688156
BDSU017,BDSU051,34.05677041
BDSU017,BDSU052,63.70249028
BDSU017,BDSU053,55.39441134
BDSU017,BDSU054,136.1057431
BDSU017,BDSU055,102.5074119
BDSU017,BDSU056,104.8249824
BDSU017,BDSU057,115.638029
BDSU017,BDSU058,100.6816181
BDSU017,BDSU059,48.92782844
BDSU017,BDSU060,126.2748341
BDSU017,BDSU061,137.7895083
BDSU017,BDSU062,134.4923321
BDSU017,BDSU063,152.6111821
BDSU017,BDSU064,130.7721132
BDSU017,BDSU065,160.8745823
BDSU017,BDSU066,146.2960665
BDSU017,BDSU067,143.6396558
BDSU017,BDSU068,152.6111821
BDSU017,BDSU069,145.6596918
BDSU017,BDSU070,152.205162
BDSU017,BDSU071,129.2435598
BDSU017,BDSU072,154.6555509
BDSU017,BDSU073,108.4968229
BDSU017,BDSU074,219.5129328
BDSU017,BDSU075,218.6403089
BDSU017,BDSU076,124.565756
BDSU017,BDSU077,169.8113852
BDSU017,BDSU078,117.5357733
BDSU017,BDSU079,137.8749629
BDSU018,BDSU001,130.0728839
BDSU018,BDSU002,141.1716893
BDSU018,BDSU003,12.89523904
BDSU018,BDSU004,3.014923984
BDSU018,BDSU005,51.73803921
BDSU018,BDSU006,111.7713408
BDSU018,BDSU007,63.03129339
BDSU018,BDSU008,41.59765805
BDSU018,BDSU009,42.52949358
BDSU018,BDSU010,122.2493424
BDSU018,BDSU011,56.71797544
BDSU018,BDSU012,107.5316061
BDSU018,BDSU013,89.34132993
BDSU018,BDSU014,8.384678303
BDSU018,BDSU015,7.752407426
BDSU018,BDSU016,9.886998343
BDSU018,BDSU017,60.88966155
BDSU018,BDSU018,0
BDSU018,BDSU019,
BDSU018,BDSU020,128.9029843
BDSU018,BDSU021,118.9228733
BDSU018,BDSU022,148.5202814
BDSU018,BDSU023,133.8703785
BDSU018,BDSU024,109.8791451
BDSU018,BDSU025,128.6588665
BDSU018,BDSU026,112.7053547
BDSU018,BDSU027,118.6331757
BDSU018,BDSU028,129.9357242
BDSU018,BDSU029,116.0945716
BDSU018,BDSU030,150.6545718
BDSU018,BDSU031,108.5474927
BDSU018,BDSU032,207.0459197
BDSU018,BDSU033,172.5198847
BDSU018,BDSU034,108.2127287
BDSU018,BDSU035,225.5762288
BDSU018,BDSU036,3.784090398
BDSU018,BDSU037,56.03172028
BDSU018,BDSU038,142.7752047
BDSU018,BDSU039,32.80126655
BDSU018,BDSU040,145.8302647
BDSU018,BDSU041,158.2570383
BDSU018,BDSU042,153.5048493
BDSU018,BDSU043,123.3232137
BDSU018,BDSU044,147.4185735
BDSU018,BDSU045,137.4409777
BDSU018,BDSU046,87.65521995
BDSU018,BDSU047,91.55979759
BDSU018,BDSU048,146.5141561
BDSU018,BDSU049,133.7689753
BDSU018,BDSU050,54.81579271
BDSU018,BDSU051,27.13430851
BDSU018,BDSU052,123.8030094
BDSU018,BDSU053,102.1500651
BDSU018,BDSU054,149.0271253
BDSU018,BDSU055,120.8771377
BDSU018,BDSU056,131.1434738
BDSU018,BDSU057,128.1702093
BDSU018,BDSU058,123.0718839
BDSU018,BDSU059,107.9910868
BDSU018,BDSU060,147.5940655
BDSU018,BDSU061,149.9788019
BDSU018,BDSU062,153.9000675
BDSU018,BDSU063,172.2988
BDSU018,BDSU064,151.5172999
BDSU018,BDSU065,180.0016399
BDSU018,BDSU066,169.0976744
BDSU018,BDSU067,159.7953996
BDSU018,BDSU068,172.2988
BDSU018,BDSU069,171.2151196
BDSU018,BDSU070,178.4233921
BDSU018,BDSU071,149.5719827
BDSU018,BDSU072,189.3497297
BDSU018,BDSU073,155.3276688
BDSU018,BDSU074,273.1065071
BDSU018,BDSU075,273.0318754
BDSU018,BDSU076,139.3948418
BDSU018,BDSU077,187.1521523
BDSU018,BDSU078,142.0060399
BDSU018,BDSU079,152.7779455
BDSU019,BDSU001,
BDSU019,BDSU002,
BDSU019,BDSU003,
BDSU019,BDSU004,
BDSU019,BDSU005,
BDSU019,BDSU006,
BDSU019,BDSU007,
BDSU019,BDSU008,
BDSU019,BDSU009,
BDSU019,BDSU010,
BDSU019,BDSU011,
BDSU019,BDSU012,
BDSU019,BDSU013,
BDSU019,BDSU014,
BDSU019,BDSU015,
BDSU019,BDSU016,
BDSU019,BDSU017,
BDSU019,BDSU018,
BDSU019,BDSU019,
BDSU019,BDSU020,
BDSU019,BDSU021,
BDSU019,BDSU022,
BDSU019,BDSU023,
BDSU019,BDSU024,
BDSU019,BDSU025,
BDSU019,BDSU026,
BDSU019,BDSU027,
BDSU019,BDSU028,
BDSU019,BDSU029,
BDSU019,BDSU030,
BDSU019,BDSU031,
BDSU019,BDSU032,
BDSU019,BDSU033,
BDSU019,BDSU034,
BDSU019,BDSU035,
BDSU019,BDSU036,
BDSU019,BDSU037,
BDSU019,BDSU038,
BDSU019,BDSU039,
BDSU019,BDSU040,
BDSU019,BDSU041,
BDSU019,BDSU042,
BDSU019,BDSU043,
BDSU019,BDSU044,
BDSU019,BDSU045,
BDSU019,BDSU046,
BDSU019,BDSU047,
BDSU019,BDSU048,
BDSU019,BDSU049,
BDSU019,BDSU050,
BDSU019,BDSU051,
BDSU019,BDSU052,
BDSU019,BDSU053,
BDSU019,BDSU054,
BDSU019,BDSU055,
BDSU019,BDSU056,
BDSU019,BDSU057,
BDSU019,BDSU058,
BDSU019,BDSU059,
BDSU019,BDSU060,
BDSU019,BDSU061,
BDSU019,BDSU062,
BDSU019,BDSU063,
BDSU019,BDSU064,
BDSU019,BDSU065,
BDSU019,BDSU066,
BDSU019,BDSU067,
BDSU019,BDSU068,
BDSU019,BDSU069,
BDSU019,BDSU070,
BDSU019,BDSU071,
BDSU019,BDSU072,
BDSU019,BDSU073,
BDSU019,BDSU074,
BDSU019,BDSU075,
BDSU019,BDSU076,
BDSU019,BDSU077,
BDSU019,BDSU078,
BDSU019,BDSU079,
BDSU020,BDSU001,258.57807
BDSU020,BDSU002,270.0745031
BDSU020,BDSU003,137.2027163
BDSU020,BDSU004,130.9102334
BDSU020,BDSU005,153.1327192
BDSU020,BDSU006,238.7254904
BDSU020,BDSU007,151.9078793
BDSU020,BDSU008,141.1346797
BDSU020,BDSU009,140.4509175
BDSU020,BDSU010,248.2124047
BDSU020,BDSU011,150.4251369
BDSU020,BDSU012,234.0020155
BDSU020,BDSU013,208.9434392
BDSU020,BDSU014,134.0148186
BDSU020,BDSU015,128.9362492
BDSU020,BDSU016,135.0689874
BDSU020,BDSU017,90.54233976
BDSU020,BDSU018,128.9029843
BDSU020,BDSU019,
BDSU020,BDSU020,0
BDSU020,BDSU021,35.59268794
BDSU020,BDSU022,115.7767825
BDSU020,BDSU023,87.21381167
BDSU020,BDSU024,225.8972405
BDSU020,BDSU025,76.05603576
BDSU020,BDSU026,26.45116994
BDSU020,BDSU027,10.75314863
BDSU020,BDSU028,19.96097833
BDSU020,BDSU029,19.59700887
BDSU020,BDSU030,30.30631789
BDSU020,BDSU031,20.57357048
BDSU020,BDSU032,80.97251581
BDSU020,BDSU033,46.91434573
BDSU020,BDSU034,27.96767005
BDSU020,BDSU035,99.0666343
BDSU020,BDSU036,125.7969259
BDSU020,BDSU037,84.71347746
BDSU020,BDSU038,271.5241964
BDSU020,BDSU039,161.6814146
BDSU020,BDSU040,274.5866134
BDSU020,BDSU041,286.6147774
BDSU020,BDSU042,282.2737482
BDSU020,BDSU043,251.6386466
BDSU020,BDSU044,276.1488382
BDSU020,BDSU045,261.3298864
BDSU020,BDSU046,115.0713866
BDSU020,BDSU047,113.4556627
BDSU020,BDSU048,275.1618546
BDSU020,BDSU049,256.4087523
BDSU020,BDSU050,76.33329575
BDSU020,BDSU051,111.6937794
BDSU020,BDSU052,71.5718683
BDSU020,BDSU053,36.36466684
BDSU020,BDSU054,66.73192482
BDSU020,BDSU055,40.97871947
BDSU020,BDSU056,27.68716893
BDSU020,BDSU057,55.42063824
BDSU020,BDSU058,33.41000421
BDSU020,BDSU059,64.66388839
BDSU020,BDSU060,48.10619066
BDSU020,BDSU061,68.93781501
BDSU020,BDSU062,56.6802091
BDSU020,BDSU063,71.10560244
BDSU020,BDSU064,52.1444961
BDSU020,BDSU065,78.89915486
BDSU020,BDSU066,62.42546051
BDSU020,BDSU067,67.88532811
BDSU020,BDSU068,71.10560244
BDSU020,BDSU069,59.32202583
BDSU020,BDSU070,64.82090831
BDSU020,BDSU071,51.57981263
BDSU020,BDSU072,64.12566444
BDSU020,BDSU073,32.32989444
BDSU020,BDSU074,151.5674956
BDSU020,BDSU075,153.0194524
BDSU020,BDSU076,56.48182367
BDSU020,BDSU077,88.62834876
BDSU020,BDSU078,37.68828829
BDSU020,BDSU079,65.21190509
BDSU021,BDSU001,248.1407658
BDSU021,BDSU002,257.5851746
BDSU021,BDSU003,124.3381989
BDSU021,BDSU004,120.2461109
BDSU021,BDSU005,131.5780814
BDSU021,BDSU006,230.6809187
BDSU021,BDSU007,127.5687025
BDSU021,BDSU008,120.805242
BDSU021,BDSU009,119.8399287
BDSU021,BDSU010,241.1458074
